date;id_rabbit;hour;NH3;CO2;PM_2_5;temperature;umidity;datetime;H2S;PM_1_0;PM_4_0;PM_10
2024-05-27;2;13:10:36;0.5;620.0;;28.3;31.3;2024-05-27 13:10:36;;;;
2024-05-27;2;13:20:36;0.4;596.0;2.0;28.3;31.2;2024-05-27 13:20:36;;;;
2024-05-27;2;13:30:36;0.5;616.0;4.0;28.4;30.7;2024-05-27 13:30:36;;;;
2024-05-27;2;13:40:36;0.6;628.0;;28.5;32.1;2024-05-27 13:40:36;;;;
2024-05-27;2;13:50:36;0.2;615.0;3.0;28.3;33.4;2024-05-27 13:50:36;;;;
2024-05-27;2;14:00:36;0.3;628.0;4.0;28.2;33.4;2024-05-27 14:00:36;;;;
2024-05-27;2;14:10:36;0.7;635.0;;28.2;34.4;2024-05-27 14:10:36;;;;
2024-05-27;2;14:20:36;0.4;613.0;3.0;28.1;34.1;2024-05-27 14:20:36;;;;
2024-05-27;2;14:30:36;0.6;629.0;3.0;28.0;34.8;2024-05-27 14:30:36;;;;
2024-05-27;2;14:40:36;0.6;633.0;;28.3;33.8;2024-05-27 14:40:36;;;;
2024-05-27;2;14:50:36;0.5;639.0;3.0;28.3;34.0;2024-05-27 14:50:36;;;;
2024-05-27;2;15:00:36;0.2;602.0;2.0;27.8;33.9;2024-05-27 15:00:36;;;;
2024-05-27;2;15:10:36;0.8;622.0;;27.9;33.8;2024-05-27 15:10:36;;;;
2024-05-27;2;15:20:36;0.7;627.0;2.0;27.7;34.5;2024-05-27 15:20:36;;;;
2024-05-27;2;15:30:36;0.9;618.0;3.0;27.7;34.8;2024-05-27 15:30:36;;;;
2024-05-27;2;15:40:36;0.2;584.0;;27.4;33.9;2024-05-27 15:40:36;;;;
2024-05-27;2;15:50:36;0.8;636.0;3.0;27.3;35.0;2024-05-27 15:50:36;;;;
2024-05-27;2;16:00:36;0.6;615.0;3.0;27.2;35.4;2024-05-27 16:00:36;;;;
2024-05-27;2;16:10:36;0.6;623.0;;27.0;35.9;2024-05-27 16:10:36;;;;
2024-05-27;2;16:20:36;0.6;622.0;3.0;27.0;36.2;2024-05-27 16:20:36;;;;
2024-05-27;2;16:30:36;0.5;648.0;4.0;27.0;37.8;2024-05-27 16:30:36;;;;
2024-05-27;2;16:40:36;0.8;681.0;;26.9;39.5;2024-05-27 16:40:36;;;;
2024-05-27;2;16:50:36;1.1;698.0;4.0;26.8;40.3;2024-05-27 16:50:36;;;;
2024-05-27;2;17:00:36;1.0;696.0;4.0;26.5;40.6;2024-05-27 17:00:36;;;;
2024-05-27;2;17:10:36;0.8;673.0;;26.3;40.6;2024-05-27 17:10:36;;;;
2024-05-27;2;17:20:36;0.7;639.0;3.0;26.0;40.9;2024-05-27 17:20:36;;;;
2024-05-27;2;17:30:37;0.9;665.0;4.0;25.9;42.5;2024-05-27 17:30:37;;;;
2024-05-27;2;17:40:37;1.1;696.0;;25.9;43.1;2024-05-27 17:40:37;;;;
2024-05-27;2;17:50:36;1.8;685.0;5.0;25.7;44.4;2024-05-27 17:50:36;;;;
2024-05-27;2;18:00:36;1.3;679.0;5.0;25.4;44.0;2024-05-27 18:00:36;;;;
2024-05-27;2;18:10:36;1.0;662.0;;25.2;43.6;2024-05-27 18:10:36;;;;
2024-05-27;2;18:20:35;0.8;623.0;5.0;24.9;42.9;2024-05-27 18:20:35;;;;
2024-05-27;2;18:30:35;0.6;615.0;3.0;24.4;43.2;2024-05-27 18:30:35;;;;
2024-05-27;2;18:40:36;0.8;634.0;;24.2;43.1;2024-05-27 18:40:36;;;;
2024-05-27;2;18:50:36;0.5;657.0;4.0;24.0;43.9;2024-05-27 18:50:36;;;;
2024-05-27;2;19:00:36;0.6;638.0;4.0;23.9;44.2;2024-05-27 19:00:36;;;;
2024-05-27;2;19:10:36;0.5;627.0;;23.7;44.2;2024-05-27 19:10:36;;;;
2024-05-27;2;19:20:36;1.1;648.0;4.0;23.5;45.7;2024-05-27 19:20:36;;;;
2024-05-27;2;19:30:36;1.7;657.0;4.0;23.2;46.4;2024-05-27 19:30:36;;;;
2024-05-27;2;19:40:36;1.6;661.0;;22.9;47.0;2024-05-27 19:40:36;;;;
2024-05-27;2;19:50:36;0.7;634.0;4.0;22.6;48.5;2024-05-27 19:50:36;;;;
2024-05-27;2;20:00:36;1.0;647.0;5.0;22.3;49.9;2024-05-27 20:00:36;;;;
2024-05-27;2;20:10:36;1.1;637.0;;22.1;49.0;2024-05-27 20:10:36;;;;
2024-05-27;2;20:20:36;1.6;679.0;4.0;21.7;49.0;2024-05-27 20:20:36;;;;
2024-05-27;2;20:30:36;1.3;651.0;7.0;21.4;49.1;2024-05-27 20:30:36;;;;
2024-05-27;2;20:40:36;1.2;635.0;;21.1;49.7;2024-05-27 20:40:36;;;;
2024-05-27;2;20:50:36;1.5;636.0;7.0;20.8;50.8;2024-05-27 20:50:36;;;;
2024-05-27;2;21:00:36;2.0;674.0;11.0;20.6;52.7;2024-05-27 21:00:36;;;;
2024-05-27;2;21:10:36;1.6;647.0;;20.3;53.9;2024-05-27 21:10:36;;;;
2024-05-27;2;21:20:36;1.4;661.0;12.0;20.0;55.5;2024-05-27 21:20:36;;;;
2024-05-27;2;21:30:36;2.7;667.0;12.0;19.4;56.6;2024-05-27 21:30:36;;;;
2024-05-27;2;21:40:36;2.5;696.0;;19.2;58.6;2024-05-27 21:40:36;;;;
2024-05-27;2;21:50:36;2.5;719.0;17.0;19.1;59.7;2024-05-27 21:50:36;;;;
2024-05-27;2;22:00:36;2.4;705.0;11.0;18.6;61.5;2024-05-27 22:00:36;;;;
2024-05-27;2;22:10:36;2.5;658.0;;18.7;61.7;2024-05-27 22:10:36;;;;
2024-05-27;2;22:20:36;2.2;683.0;11.0;18.7;62.8;2024-05-27 22:20:36;;;;
2024-05-27;2;22:30:36;2.3;740.0;14.0;18.8;64.1;2024-05-27 22:30:36;;;;
2024-05-27;2;22:40:36;2.7;731.0;;18.6;64.5;2024-05-27 22:40:36;;;;
2024-05-27;2;22:50:36;2.0;724.0;16.0;18.4;66.1;2024-05-27 22:50:36;;;;
2024-05-27;2;23:00:36;2.7;699.0;15.0;18.3;68.2;2024-05-27 23:00:36;;;;
2024-05-27;2;23:10:36;1.4;700.0;;18.0;68.2;2024-05-27 23:10:36;;;;
2024-05-27;2;23:20:36;1.2;679.0;18.0;17.9;66.3;2024-05-27 23:20:36;;;;
2024-05-27;2;23:30:36;0.9;705.0;16.0;17.8;65.7;2024-05-27 23:30:36;;;;
2024-05-27;2;23:40:36;2.1;819.0;;18.0;67.2;2024-05-27 23:40:36;;;;
2024-05-27;2;23:50:36;1.7;808.0;15.0;17.8;66.1;2024-05-27 23:50:36;;;;
2024-05-27;3;10:14:44;;;1.0;28.0;;2024-05-27 10:14:44;;;;
2024-05-27;3;10:44:44;;;1.0;28.6;;2024-05-27 10:44:44;;;;
2024-05-27;3;11:30:36;;;2.0;28.1;;2024-05-27 11:30:36;;;;
2024-05-27;3;11:50:36;;;2.0;28.4;;2024-05-27 11:50:36;;;;
2024-05-27;3;12:20:37;;;1.0;28.0;;2024-05-27 12:20:37;;;;
2024-05-27;3;12:30:37;;;1.0;28.1;;2024-05-27 12:30:37;;;;
2024-05-27;3;12:50:37;;;1.0;28.2;;2024-05-27 12:50:37;;;;
2024-05-27;3;13:50:37;;;1.0;28.5;;2024-05-27 13:50:37;;;;
2024-05-27;3;14:50:37;;;2.0;30.7;;2024-05-27 14:50:37;;;;
2024-05-27;3;15:00:37;;;1.0;31.5;;2024-05-27 15:00:37;;;;
2024-05-27;3;15:20:37;;;1.0;32.2;;2024-05-27 15:20:37;;;;
2024-05-27;4;09:44:43;0.7;687.0;;27.9;43.3;2024-05-27 09:44:43;;;;
2024-05-27;4;09:54:43;0.7;647.0;;28.0;40.5;2024-05-27 09:54:43;;;;
2024-05-27;4;10:04:43;0.7;713.0;;27.9;38.7;2024-05-27 10:04:43;;;;
2024-05-27;4;10:14:43;0.7;686.0;;27.9;38.8;2024-05-27 10:14:43;;;;
2024-05-27;4;10:24:44;0.7;669.0;;28.1;39.0;2024-05-27 10:24:44;;;;
2024-05-27;4;10:34:44;0.7;679.0;;28.3;38.6;2024-05-27 10:34:44;;;;
2024-05-27;4;10:44:44;0.7;668.0;;28.5;38.1;2024-05-27 10:44:44;;;;
2024-05-27;4;10:54:44;0.7;736.0;;28.6;37.5;2024-05-27 10:54:44;;;;
2024-05-27;4;11:05:25;0.7;762.0;;28.5;36.9;2024-05-27 11:05:25;;;;
2024-05-27;4;11:15:25;0.7;739.0;;28.2;35.0;2024-05-27 11:15:25;;;;
2024-05-27;4;11:20:39;0.7;702.0;;28.0;34.6;2024-05-27 11:20:39;;;;
2024-05-27;4;11:30:38;2.1;758.0;4.0;27.5;33.8;2024-05-27 11:30:38;;;;
2024-05-27;4;11:40:38;2.4;714.0;;27.1;34.4;2024-05-27 11:40:38;;;;
2024-05-27;4;11:50:37;2.4;733.0;6.0;27.2;34.9;2024-05-27 11:50:37;;;;
2024-05-27;4;12:00:37;2.7;718.0;5.0;27.2;34.8;2024-05-27 12:00:37;;;;
2024-05-27;4;12:10:37;2.8;723.0;;27.3;34.2;2024-05-27 12:10:37;;;;
2024-05-27;4;12:20:37;3.0;725.0;3.0;27.3;35.0;2024-05-27 12:20:37;;;;
2024-05-27;4;12:30:38;2.5;713.0;3.0;27.6;32.0;2024-05-27 12:30:38;;;;
2024-05-27;4;12:40:38;2.8;694.0;;27.4;33.0;2024-05-27 12:40:38;;;;
2024-05-27;4;12:50:38;3.2;738.0;3.0;27.4;33.8;2024-05-27 12:50:38;;;;
2024-05-27;4;13:00:38;2.3;722.0;3.0;27.5;32.8;2024-05-27 13:00:38;;;;
2024-05-27;4;13:10:38;2.7;708.0;;27.7;32.8;2024-05-27 13:10:38;;;;
2024-05-27;4;13:20:38;2.4;729.0;2.0;27.7;31.9;2024-05-27 13:20:38;;;;
2024-05-27;4;13:30:38;2.7;712.0;4.0;27.7;31.8;2024-05-27 13:30:38;;;;
2024-05-27;4;13:40:38;3.1;734.0;;27.9;33.8;2024-05-27 13:40:38;;;;
2024-05-27;4;13:50:38;2.5;725.0;2.0;27.8;34.7;2024-05-27 13:50:38;;;;
2024-05-27;4;14:00:38;2.4;753.0;3.0;27.7;34.8;2024-05-27 14:00:38;;;;
2024-05-27;4;14:10:38;2.9;772.0;;27.6;36.3;2024-05-27 14:10:38;;;;
2024-05-27;4;14:20:38;2.3;776.0;3.0;27.5;35.7;2024-05-27 14:20:38;;;;
2024-05-27;4;14:30:38;2.6;762.0;3.0;27.4;35.7;2024-05-27 14:30:38;;;;
2024-05-27;4;14:40:38;2.6;732.0;;27.6;35.3;2024-05-27 14:40:38;;;;
2024-05-27;4;14:50:38;2.7;727.0;3.0;27.6;35.8;2024-05-27 14:50:38;;;;
2024-05-27;4;15:00:38;2.2;722.0;3.0;27.3;34.2;2024-05-27 15:00:38;;;;
2024-05-27;4;15:10:38;2.9;722.0;;27.3;34.8;2024-05-27 15:10:38;;;;
2024-05-27;4;15:20:38;2.9;735.0;3.0;27.2;35.5;2024-05-27 15:20:38;;;;
2024-05-27;4;15:30:38;3.2;731.0;3.0;27.2;35.5;2024-05-27 15:30:38;;;;
2024-05-27;4;15:40:38;2.0;694.0;;26.9;34.9;2024-05-27 15:40:38;;;;
2024-05-27;4;15:50:38;3.0;702.0;2.0;26.8;35.6;2024-05-27 15:50:38;;;;
2024-05-27;4;16:00:38;2.8;706.0;3.0;26.8;36.2;2024-05-27 16:00:38;;;;
2024-05-27;4;16:10:38;2.7;778.0;;26.6;36.7;2024-05-27 16:10:38;;;;
2024-05-27;4;16:20:38;3.0;780.0;3.0;26.7;38.0;2024-05-27 16:20:38;;;;
2024-05-27;4;16:30:38;2.6;758.0;3.0;26.6;38.7;2024-05-27 16:30:38;;;;
2024-05-27;4;16:40:38;3.3;834.0;;26.5;41.4;2024-05-27 16:40:38;;;;
2024-05-27;4;16:50:38;3.6;827.0;3.0;26.5;42.2;2024-05-27 16:50:38;;;;
2024-05-27;4;17:00:38;3.7;820.0;4.0;26.3;41.9;2024-05-27 17:00:38;;;;
2024-05-27;4;17:10:38;3.3;806.0;;26.1;42.1;2024-05-27 17:10:38;;;;
2024-05-27;4;17:20:38;3.3;776.0;4.0;25.8;42.2;2024-05-27 17:20:38;;;;
2024-05-27;4;17:30:39;3.4;833.0;5.0;25.6;43.4;2024-05-27 17:30:39;;;;
2024-05-27;4;17:40:39;3.6;783.0;;25.6;43.8;2024-05-27 17:40:39;;;;
2024-05-27;4;17:50:39;4.3;815.0;5.0;25.4;45.0;2024-05-27 17:50:39;;;;
2024-05-27;4;18:00:39;4.1;828.0;5.0;25.2;45.1;2024-05-27 18:00:39;;;;
2024-05-27;4;18:10:38;3.3;783.0;;25.0;43.7;2024-05-27 18:10:38;;;;
2024-05-27;4;18:20:38;3.2;726.0;4.0;24.7;42.8;2024-05-27 18:20:38;;;;
2024-05-27;4;18:30:37;3.3;694.0;4.0;24.3;43.2;2024-05-27 18:30:37;;;;
2024-05-27;4;18:40:37;3.3;695.0;;24.2;43.4;2024-05-27 18:40:37;;;;
2024-05-27;4;18:50:38;2.4;721.0;4.0;23.9;43.8;2024-05-27 18:50:38;;;;
2024-05-27;4;19:00:38;2.4;732.0;4.0;23.8;44.5;2024-05-27 19:00:38;;;;
2024-05-27;4;19:10:38;2.6;745.0;;23.7;44.3;2024-05-27 19:10:38;;;;
2024-05-27;4;19:20:38;3.0;735.0;3.0;23.5;45.5;2024-05-27 19:20:38;;;;
2024-05-27;4;19:30:38;4.1;741.0;4.0;23.2;45.8;2024-05-27 19:30:38;;;;
2024-05-27;4;19:40:38;4.0;745.0;;22.9;47.0;2024-05-27 19:40:38;;;;
2024-05-27;4;19:50:38;2.5;727.0;4.0;22.6;48.3;2024-05-27 19:50:38;;;;
2024-05-27;4;20:00:38;3.2;773.0;4.0;22.4;49.4;2024-05-27 20:00:38;;;;
2024-05-27;4;20:10:38;3.3;755.0;;22.2;48.6;2024-05-27 20:10:38;;;;
2024-05-27;4;20:20:38;3.8;783.0;4.0;21.9;48.5;2024-05-27 20:20:38;;;;
2024-05-27;4;20:30:38;3.3;752.0;6.0;21.5;48.8;2024-05-27 20:30:38;;;;
2024-05-27;4;20:40:38;3.3;729.0;;21.2;49.1;2024-05-27 20:40:38;;;;
2024-05-27;4;20:50:38;3.5;752.0;7.0;21.0;50.2;2024-05-27 20:50:38;;;;
2024-05-27;4;21:00:38;4.1;772.0;10.0;20.7;52.0;2024-05-27 21:00:38;;;;
2024-05-27;4;21:10:38;3.4;733.0;;20.5;52.9;2024-05-27 21:10:38;;;;
2024-05-27;4;21:20:38;3.0;760.0;12.0;20.3;54.4;2024-05-27 21:20:38;;;;
2024-05-27;4;21:30:38;4.6;833.0;12.0;19.9;54.8;2024-05-27 21:30:38;;;;
2024-05-27;4;21:40:38;4.5;829.0;;19.6;57.3;2024-05-27 21:40:38;;;;
2024-05-27;4;21:50:38;4.6;840.0;17.0;19.4;58.1;2024-05-27 21:50:38;;;;
2024-05-27;4;22:00:38;4.7;810.0;10.0;19.1;59.7;2024-05-27 22:00:38;;;;
2024-05-27;4;22:10:38;4.7;796.0;;19.0;60.5;2024-05-27 22:10:38;;;;
2024-05-27;4;22:20:38;4.3;785.0;11.0;19.0;61.9;2024-05-27 22:20:38;;;;
2024-05-27;4;22:30:38;4.2;845.0;12.0;19.0;62.6;2024-05-27 22:30:38;;;;
2024-05-27;4;22:40:38;4.7;835.0;;18.8;62.9;2024-05-27 22:40:38;;;;
2024-05-27;4;22:50:38;3.0;787.0;13.0;18.5;64.2;2024-05-27 22:50:38;;;;
2024-05-27;4;23:00:38;4.9;800.0;15.0;18.5;66.8;2024-05-27 23:00:38;;;;
2024-05-27;4;23:10:38;2.9;815.0;;18.3;66.7;2024-05-27 23:10:38;;;;
2024-05-27;4;23:20:38;2.5;767.0;15.0;18.1;64.6;2024-05-27 23:20:38;;;;
2024-05-27;4;23:30:38;2.4;809.0;15.0;18.0;64.5;2024-05-27 23:30:38;;;;
2024-05-27;4;23:40:38;4.1;1025.0;;18.1;66.5;2024-05-27 23:40:38;;;;
2024-05-27;4;23:50:38;4.0;957.0;11.0;18.0;65.4;2024-05-27 23:50:38;;;;
2024-05-27;6;09:44:45;;817.0;;26.5;46.1;2024-05-27 09:44:45;;;;
2024-05-27;6;09:54:45;;794.0;;26.6;45.5;2024-05-27 09:54:45;;;;
2024-05-27;6;10:04:46;;789.0;2.0;26.6;44.3;2024-05-27 10:04:46;;;;
2024-05-27;6;10:14:46;;810.0;;26.6;43.9;2024-05-27 10:14:46;;;;
2024-05-27;6;10:24:46;;807.0;;26.7;43.8;2024-05-27 10:24:46;;;;
2024-05-27;6;10:34:46;;842.0;;26.8;43.4;2024-05-27 10:34:46;;;;
2024-05-27;6;10:44:46;;815.0;;26.9;43.2;2024-05-27 10:44:46;;;;
2024-05-27;6;10:54:46;;868.0;;27.0;43.0;2024-05-27 10:54:46;;;;
2024-05-27;6;11:05:32;;915.0;;27.0;42.4;2024-05-27 11:05:32;;;;
2024-05-27;6;11:15:32;0.6;968.0;;26.7;38.0;2024-05-27 11:15:32;;;;
2024-05-27;6;11:20:40;1.2;1015.0;6.0;26.1;37.1;2024-05-27 11:20:40;;;;
2024-05-27;6;11:30:40;1.3;1021.0;;26.2;37.7;2024-05-27 11:30:40;;;;
2024-05-27;6;11:40:40;1.1;877.0;8.0;26.1;37.1;2024-05-27 11:40:40;;;;
2024-05-27;6;11:50:40;1.0;875.0;5.0;26.3;36.5;2024-05-27 11:50:40;;;;
2024-05-27;6;12:00:40;1.1;868.0;;26.5;36.8;2024-05-27 12:00:40;;;;
2024-05-27;6;12:10:40;1.4;826.0;4.0;26.6;35.9;2024-05-27 12:10:40;;;;
2024-05-27;6;12:20:40;1.7;821.0;4.0;26.6;35.9;2024-05-27 12:20:40;;;;
2024-05-27;6;12:30:40;1.4;1296.0;;26.8;35.4;2024-05-27 12:30:40;;;;
2024-05-27;6;12:40:40;1.3;865.0;4.0;26.7;34.3;2024-05-27 12:40:40;;;;
2024-05-27;6;12:50:40;1.8;904.0;3.0;26.8;35.6;2024-05-27 12:50:40;;;;
2024-05-27;6;13:00:40;1.2;964.0;;27.0;35.3;2024-05-27 13:00:40;;;;
2024-05-27;6;13:10:40;1.7;876.0;4.0;27.1;34.5;2024-05-27 13:10:40;;;;
2024-05-27;6;13:20:40;1.2;826.0;3.0;27.2;33.3;2024-05-27 13:20:40;;;;
2024-05-27;6;13:30:40;1.6;857.0;;27.2;33.3;2024-05-27 13:30:40;;;;
2024-05-27;6;13:40:40;1.9;932.0;4.0;27.2;35.8;2024-05-27 13:40:40;;;;
2024-05-27;6;13:50:40;2.0;898.0;3.0;27.0;37.3;2024-05-27 13:50:40;;;;
2024-05-27;6;14:00:40;1.6;962.0;;26.9;37.3;2024-05-27 14:00:40;;;;
2024-05-27;6;14:10:40;2.0;1016.0;4.0;26.9;38.9;2024-05-27 14:10:40;;;;
2024-05-27;6;14:20:40;1.3;1087.0;3.0;26.9;38.6;2024-05-27 14:20:40;;;;
2024-05-27;6;14:30:40;1.4;1338.0;;27.0;39.4;2024-05-27 14:30:40;;;;
2024-05-27;6;14:40:40;1.3;1580.0;3.0;27.2;37.5;2024-05-27 14:40:40;;;;
2024-05-27;6;14:50:40;1.4;1116.0;3.0;27.2;37.2;2024-05-27 14:50:40;;;;
2024-05-27;6;15:00:39;1.1;869.0;;26.9;36.2;2024-05-27 15:00:39;;;;
2024-05-27;6;15:10:39;1.7;819.0;3.0;26.9;35.9;2024-05-27 15:10:39;;;;
2024-05-27;6;15:20:39;1.7;919.0;3.0;26.8;37.8;2024-05-27 15:20:39;;;;
2024-05-27;6;15:30:39;2.0;1015.0;;26.9;38.0;2024-05-27 15:30:39;;;;
2024-05-27;6;15:40:39;1.3;1007.0;3.0;26.8;36.7;2024-05-27 15:40:39;;;;
2024-05-27;6;15:50:40;1.6;1148.0;3.0;26.6;36.8;2024-05-27 15:50:40;;;;
2024-05-27;6;16:00:40;1.7;916.0;;26.5;37.7;2024-05-27 16:00:40;;;;
2024-05-27;6;16:10:40;2.0;1080.0;3.0;26.4;38.7;2024-05-27 16:10:40;;;;
2024-05-27;6;16:20:40;1.8;1112.0;3.0;26.5;39.8;2024-05-27 16:20:40;;;;
2024-05-27;6;16:30:40;1.4;1125.0;;26.4;40.3;2024-05-27 16:30:40;;;;
2024-05-27;6;16:40:40;1.4;1169.0;4.0;26.3;43.4;2024-05-27 16:40:40;;;;
2024-05-27;6;16:50:40;2.0;1295.0;4.0;26.4;44.9;2024-05-27 16:50:40;;;;
2024-05-27;6;17:00:40;2.7;1533.0;;26.3;45.2;2024-05-27 17:00:40;;;;
2024-05-27;6;17:10:40;3.0;1430.0;4.0;26.0;44.6;2024-05-27 17:10:40;;;;
2024-05-27;6;17:20:40;2.9;1205.0;4.0;25.8;44.3;2024-05-27 17:20:40;;;;
2024-05-27;6;17:30:41;3.0;1205.0;;25.6;45.9;2024-05-27 17:30:41;;;;
2024-05-27;6;17:40:41;3.0;1065.0;5.0;25.6;45.6;2024-05-27 17:40:41;;;;
2024-05-27;6;17:50:41;3.8;956.0;4.0;25.4;46.3;2024-05-27 17:50:41;;;;
2024-05-27;6;18:00:41;3.3;1081.0;;25.2;46.6;2024-05-27 18:00:41;;;;
2024-05-27;6;18:10:41;2.4;1147.0;5.0;25.1;44.9;2024-05-27 18:10:41;;;;
2024-05-27;6;18:20:41;3.2;905.0;5.0;24.8;44.6;2024-05-27 18:20:41;;;;
2024-05-27;6;18:30:40;3.0;866.0;;24.5;44.3;2024-05-27 18:30:40;;;;
2024-05-27;6;18:40:40;3.1;902.0;5.0;24.4;44.8;2024-05-27 18:40:40;;;;
2024-05-27;6;18:50:40;1.9;939.0;5.0;24.1;44.7;2024-05-27 18:50:40;;;;
2024-05-27;6;19:00:40;2.0;895.0;;24.0;45.2;2024-05-27 19:00:40;;;;
2024-05-27;6;19:10:40;1.6;897.0;5.0;23.9;44.9;2024-05-27 19:10:40;;;;
2024-05-27;6;19:20:40;2.1;915.0;3.0;23.7;45.9;2024-05-27 19:20:40;;;;
2024-05-27;6;19:30:40;2.5;890.0;;23.4;46.4;2024-05-27 19:30:40;;;;
2024-05-27;6;19:40:40;2.3;935.0;5.0;23.0;47.2;2024-05-27 19:40:40;;;;
2024-05-27;6;19:50:41;1.5;897.0;4.0;22.8;48.5;2024-05-27 19:50:41;;;;
2024-05-27;6;20:00:40;1.9;985.0;;22.6;49.3;2024-05-27 20:00:40;;;;
2024-05-27;6;20:10:40;2.2;1066.0;4.0;22.4;48.6;2024-05-27 20:10:40;;;;
2024-05-27;6;20:20:40;2.7;1140.0;5.0;22.1;49.1;2024-05-27 20:20:40;;;;
2024-05-27;6;20:30:40;2.4;972.0;;21.8;48.7;2024-05-27 20:30:40;;;;
2024-05-27;6;20:40:40;2.1;900.0;8.0;21.6;48.5;2024-05-27 20:40:40;;;;
2024-05-27;6;20:50:40;2.8;880.0;10.0;21.3;50.0;2024-05-27 20:50:40;;;;
2024-05-27;6;21:00:39;3.5;946.0;;21.1;52.0;2024-05-27 21:00:39;;;;
2024-05-27;6;21:10:39;3.0;899.0;11.0;20.9;51.9;2024-05-27 21:10:39;;;;
2024-05-27;6;21:20:39;2.2;931.0;17.0;20.7;53.7;2024-05-27 21:20:39;;;;
2024-05-27;6;21:30:39;3.9;942.0;;20.4;53.9;2024-05-27 21:30:39;;;;
2024-05-27;6;21:40:40;3.2;972.0;15.0;20.1;56.1;2024-05-27 21:40:40;;;;
2024-05-27;6;21:50:40;2.8;1104.0;13.0;20.0;57.5;2024-05-27 21:50:40;;;;
2024-05-27;6;22:00:40;3.9;982.0;;19.9;57.9;2024-05-27 22:00:40;;;;
2024-05-27;6;22:10:40;3.1;915.0;10.0;19.7;58.4;2024-05-27 22:10:40;;;;
2024-05-27;6;22:20:40;3.0;927.0;14.0;19.6;60.3;2024-05-27 22:20:40;;;;
2024-05-27;6;22:30:40;2.7;1055.0;;19.5;61.1;2024-05-27 22:30:40;;;;
2024-05-27;6;22:40:40;3.0;1073.0;15.0;19.4;61.6;2024-05-27 22:40:40;;;;
2024-05-27;6;22:50:40;2.2;1084.0;16.0;19.2;63.1;2024-05-27 22:50:40;;;;
2024-05-27;6;23:00:40;3.3;1098.0;;19.2;65.1;2024-05-27 23:00:40;;;;
2024-05-27;6;23:10:40;2.7;1043.0;16.0;19.1;64.8;2024-05-27 23:10:40;;;;
2024-05-27;6;23:20:40;2.0;1088.0;17.0;18.9;63.3;2024-05-27 23:20:40;;;;
2024-05-27;6;23:30:40;2.7;1160.0;;18.8;63.6;2024-05-27 23:30:40;;;;
2024-05-27;6;23:40:40;3.4;1877.0;15.0;19.0;66.1;2024-05-27 23:40:40;;;;
2024-05-27;6;23:50:40;3.1;1987.0;12.0;18.8;63.9;2024-05-27 23:50:40;;;;
2024-05-28;2;00:00:35;1.5;770.0;13.0;17.7;66.8;2024-05-28 00:00:35;;;;
2024-05-28;2;00:10:35;1.9;789.0;;17.7;67.3;2024-05-28 00:10:35;;;;
2024-05-28;2;00:20:35;1.7;743.0;12.0;17.5;66.7;2024-05-28 00:20:35;;;;
2024-05-28;2;00:30:35;2.3;718.0;10.0;17.1;67.2;2024-05-28 00:30:35;;;;
2024-05-28;2;00:40:36;2.0;686.0;;16.6;68.2;2024-05-28 00:40:36;;;;
2024-05-28;2;00:50:36;2.0;666.0;9.0;16.2;68.8;2024-05-28 00:50:36;;;;
